,negfood_score,negservice_score,posfood_score,posservice_score,restaurant
0,0.092592592592592,0.018518518518518,0.6296296296296291,0.259259259259259,Shanghai Red Asian Latin Bistro
1,0.0,0.0,0.9166666666666661,0.08333333333333301,The Waterfront NYC
2,0.055555555555555004,0.055555555555555004,0.563492063492063,0.325396825396825,Travesias
3,0.058333333333333,0.033333333333333,0.641666666666666,0.266666666666666,Havana Cafe
4,0.008620689655172,0.025862068965517,0.8103448275862061,0.155172413793103,Antonio's Trattoria
5,0.09375000000000001,0.0703125,0.6015625,0.234375,Havana Cafe
6,0.08928571428571401,0.098214285714285,0.642857142857142,0.169642857142857,Ajo & Oregano
7,0.079646017699115,0.07079646017699101,0.47787610619469006,0.371681415929203,George's Diner & Cafe
8,0.08943089430894301,0.040650406504065005,0.642276422764227,0.22764227642276402,Taqueria Tlaxcalli
9,0.130081300813008,0.040650406504065005,0.658536585365853,0.17073170731707302,La Masa
10,0.0,0.07142857142857101,0.642857142857142,0.28571428571428503,Orrico's Italian Restaurant
11,0.0,0.0,0.7368421052631571,0.26315789473684204,Unique Fusion Restaurant
12,0.07142857142857101,0.0,0.738095238095238,0.19047619047619002,Chicken Vs Lamb
13,0.16260162601626002,0.203252032520325,0.24390243902439002,0.390243902439024,Mamajuana Cafe The Bronx
14,0.026315789473684,0.026315789473684,0.7894736842105261,0.157894736842105,SOFRA  - Traditional Greek & Albanian cuisine
15,0.068965517241379,0.025862068965517,0.612068965517241,0.29310344827586204,The Bronx Public
16,0.026315789473684,0.008771929824561,0.561403508771929,0.40350877192982404,The Hill Bistro
17,0.0,0.0,0.8,0.2,Next Stop Vegan
18,0.023809523809523003,0.0,0.8095238095238091,0.16666666666666602,Bronx Burger Bistro
19,0.14285714285714202,0.0,0.5714285714285711,0.28571428571428503,Nana's Kitchen
20,0.051724137931034,0.017241379310344,0.482758620689655,0.448275862068965,Flame
21,0.06451612903225801,0.12903225806451601,0.48387096774193505,0.32258064516129004,PR Sazon
22,0.11111111111111101,0.031746031746031,0.6269841269841271,0.23015873015873,Patricia's
23,0.155172413793103,0.017241379310344,0.71551724137931,0.112068965517241,Johnny's Reef Restaurant
24,0.077586206896551,0.12931034482758602,0.344827586206896,0.448275862068965,Jimmy's Grand Cafe
25,0.021978021978021,0.021978021978021,0.6703296703296701,0.28571428571428503,Da Franco & Tony Ristorante
26,0.10714285714285701,0.035714285714285005,0.75,0.10714285714285701,Tandoori Place
27,0.150943396226415,0.075471698113207,0.60377358490566,0.169811320754716,Novelty Eats
28,0.024691358024691003,0.049382716049382006,0.641975308641975,0.28395061728395005,Archie's Tap & Table
29,0.14615384615384602,0.115384615384615,0.553846153846153,0.18461538461538402,Pine Bar & Grill
30,0.165217391304347,0.060869565217391,0.6260869565217391,0.14782608695652102,Kai Sushi Asian Fusion
31,0.033333333333333,0.066666666666666,0.6666666666666661,0.23333333333333303,The Snug
32,0.08064516129032201,0.10483870967741901,0.669354838709677,0.14516129032258002,Roberto's
33,0.05645161290322501,0.06451612903225801,0.733870967741935,0.14516129032258002,Hudson Garden Grill
34,0.04918032786885201,0.04918032786885201,0.442622950819672,0.459016393442622,ÇKA KA QËLLU
35,0.11290322580645101,0.09677419354838701,0.5483870967741931,0.24193548387096703,F & J Pine Restaurant
36,0.16666666666666602,0.070175438596491,0.570175438596491,0.19298245614035,Estrellita Poblana IV
37,0.122950819672131,0.040983606557377004,0.557377049180327,0.278688524590163,Trattoria Zero Otto Nove
38,0.096,0.016,0.704,0.184,The Original Crab Shanty Restaurant
39,0.09166666666666601,0.066666666666666,0.625,0.216666666666666,City Island Lobster House
40,0.050847457627118,0.06779661016949101,0.457627118644067,0.423728813559322,Beatstro
41,0.22222222222222202,0.0,0.777777777777777,0.0,House Of Flava’
42,0.10144927536231801,0.057971014492753006,0.6811594202898551,0.159420289855072,The Healthy Kitchen
43,0.097560975609756,0.073170731707317,0.49593495934959303,0.33333333333333304,Sangria Cafe
44,0.060344827586206004,0.12931034482758602,0.33620689655172403,0.47413793103448204,Zona De Cuba
45,0.033333333333333,0.16666666666666602,0.766666666666666,0.033333333333333,Amber Sushi Asian Bistro
46,0.082644628099173,0.074380165289256,0.5619834710743801,0.28099173553719003,Acri Cafe
47,0.08333333333333301,0.0,0.625,0.291666666666666,Shamrock Inn
48,0.093023255813953,0.015503875968992002,0.7674418604651161,0.12403100775193701,Arties Steak & Seafood
49,0.088607594936708,0.05063291139240501,0.7468354430379741,0.11392405063291101,Healthy Fresh
50,0.068965517241379,0.051724137931034,0.6551724137931031,0.224137931034482,Fine Food Cuisine
51,0.075471698113207,0.018867924528301,0.566037735849056,0.339622641509433,Ikko Hibachi Sushi Asian Bistro
52,0.027397260273972,0.0,0.7671232876712321,0.205479452054794,MangiPasta
53,0.12396694214876001,0.049586776859504,0.7107438016528921,0.11570247933884201,Fish N' Ting
54,0.18181818181818102,0.041322314049586,0.644628099173553,0.13223140495867702,Dominick's Restaurant
55,0.137931034482758,0.086206896551724,0.646551724137931,0.12931034482758602,Sabrosura Restaurant
56,0.042553191489361,0.042553191489361,0.48936170212765906,0.425531914893617,The Boogie Down Grind Café
57,0.037313432835820004,0.014925373134328,0.798507462686567,0.149253731343283,Com Tam Ninh Kieu
58,0.105263157894736,0.052631578947368,0.6052631578947361,0.23684210526315702,McDermott's Pub
59,0.138211382113821,0.024390243902439,0.6991869918699181,0.138211382113821,Ez Grill NYC
60,0.122807017543859,0.096491228070175,0.447368421052631,0.33333333333333304,Made In Puerto Rico Latin Cuisine
